SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,wave,treated,post,did,emp
4,3,0,1,0,1,0,0,0,0,0,10.0,12.0,3.00,4.75,50.0,2,9.0,12.5,1.06,1.00,2.13,8,4,1,1,0,0,22.0
5,3,0,1,0,1,0,0,0,0,0,5.0,30.0,4.00,4.50,.,1,6.0,17.0,0.95,.,2.13,5,4,1,1,0,0,35.0
8,4,0,1,0,1,0,0,0,0,0,,25.0,4.00,4.80,.,1,10.5,12.0,1.02,0.91,2.28,2,1,1,1,0,0,
9,1,0,1,0,1,0,0,0,0,2,12.0,40.0,4.00,4.37,35.0,2,7.0,16.0,1.04,0.67,0.85,4,4,1,1,0,0,52.0
10,1,0,1,0,1,0,0,0,0,0,15.0,20.0,4.00,4.25,80.0,2,7.0,16.0,1.04,0.85,0.85,3,3,1,1,0,0,35.0
11,1,0,1,0,1,0,0,0,0,2,10.0,30.0,4.00,4.25,80.0,2,7.0,16.0,1.09,0.89,0.91,3,3,1,1,0,0,40.0
12,1,0,1,0,1,0,0,0,0,0,6.5,23.5,3.00,4.37,100.0,2,7.0,16.0,1.05,0.79,0.91,3,3,1,1,0,0,30.0
13,2,0,1,0,1,0,0,0,0,0,0.0,25.0,3.00,4.50,100.0,2,11.0,10.0,1.06,0.95,2.66,5,4,1,1,0,0,25.0
15,3,0,1,0,1,0,0,0,0,3,3.0,25.0,4.00,4.60,95.0,2,6.0,17.0,1.02,0.98,0.95,5,4,1,1,0,0,28.0
16,3,0,1,0,1,0,0,0,0,0,6.0,22.0,4.00,4.50,50.0,2,6.0,17.0,1.00,1.00,.,5,5,1,1,0,0,28.0
17,3,0,1,0,1,0,0,0,0,0,0.0,20.0,4.00,4.37,60.0,2,6.0,17.0,1.06,1.00,2.02,6,5,1,1,0,0,20.0
18,3,0,1,0,1,0,0,0,0,2,15.0,25.0,3.00,4.25,50.0,2,6.0,17.0,.,.,.,4,4,1,1,0,0,40.0
19,1,0,1,1,0,0,0,0,0,3,4.0,31.0,4.00,4.25,50.0,2,6.0,16.0,1.05,0.91,0.93,3,3,1,1,0,0,35.0
21,2,0,1,1,0,0,0,0,0,0,5.0,12.0,3.00,4.45,90.0,2,10.5,10.5,1.06,0.80,2.13,3,3,1,1,0,0,17.0
22,3,0,1,1,0,0,0,0,0,2,3.0,15.0,4.00,4.35,90.0,2,7.0,16.0,1.06,0.84,0.95,4,1,1,1,0,0,18.0
23,1,0,1,0,0,1,0,0,0,2,0.0,25.0,3.00,4.50,75.0,2,7.0,16.0,1.06,0.95,0.95,3,2,1,1,0,0,25.0
24,1,0,1,0,1,0,0,0,0,2,15.0,15.0,4.00,4.75,40.0,2,7.0,16.0,1.06,0.95,1.01,4,3,1,1,0,0,30.0
28,2,0,1,0,0,1,0,0,0,6,0.0,14.0,1.00,4.50,10.0,2,11.0,10.0,1.06,1.17,2.56,2,1,1,1,0,0,14.0
29,2,0,1,0,0,1,0,0,0,3,0.0,7.0,2.00,4.50,.,2,11.0,11.0,1.06,1.01,2.56,3,2,1,1,0,0,7.0
32,3,0,1,0,0,1,0,0,0,0,10.0,20.5,3.00,4.50,40.0,2,10.5,11.5,1.12,1.02,1.06,4,3,1,1,0,0,30.5
34,3,1,1,0,0,1,0,0,0,0,5.0,15.0,3.00,4.95,75.0,2,10.5,11.5,1.12,1.02,1.06,5,3,1,1,0,0,20.0
35,4,0,1,0,0,1,0,0,0,2,25.0,6.5,4.00,4.50,.,2,10.5,11.5,0.96,0.95,2.13,2,2,1,1,0,0,31.5
38,1,0,1,0,1,0,0,0,0,0,15.0,20.0,5.00,4.25,100.0,2,6.0,17.0,1.05,0.95,0.98,3,2,1,1,0,0,35.0
63,1,1,1,0,0,1,0,0,0,1,26.0,6.0,.,4.25,75.0,2,6.0,18.0,1.10,0.97,1.17,4,3,1,1,0,0,32.0
64,1,0,1,0,0,1,0,0,0,1,20.0,15.0,3.00,4.50,60.0,3,7.0,16.0,1.06,0.95,0.95,3,2,1,1,0,0,35.0
65,1,0,1,0,0,1,0,0,0,5,0.0,20.0,4.00,4.80,90.0,2,6.5,15.5,1.06,0.85,1.11,3,3,1,1,0,0,20.0
66,1,0,1,0,0,1,0,0,0,0,15.0,18.0,3.00,4.25,20.0,2,7.0,17.0,1.06,0.95,0.95,3,2,1,1,0,0,33.0
67,1,0,1,0,0,1,0,0,0,0,5.0,15.0,6.00,4.50,55.0,1,8.0,13.5,1.17,1.06,1.17,3,2,1,1,0,0,20.0
68,1,0,1,0,0,1,0,0,0,1,30.0,10.0,3.00,4.25,.,3,7.0,17.0,1.07,1.02,1.02,3,3,1,1,0,0,40.0
69,1,0,1,0,0,1,0,0,0,0,0.0,27.0,3.00,4.25,100.0,2,7.0,18.0,1.17,0.95,0.95,4,2,1,1,0,0,27.0
70,1,0,1,0,0,1,0,0,0,0,35.0,20.0,5.00,4.50,50.0,1,7.0,16.0,1.06,0.95,1.02,3,3,1,1,0,0,55.0
71,1,0,1,0,0,1,0,0,0,1,0.0,35.0,3.00,4.75,100.0,3,7.0,17.0,1.06,0.95,0.95,3,2,1,1,0,0,35.0
73,2,0,1,0,0,1,0,0,0,1,0.0,7.0,3.00,4.25,40.0,3,11.0,12.0,1.06,1.06,2.45,3,2,1,1,0,0,7.0
75,2,0,1,0,0,1,0,0,0,0,3.0,15.0,3.00,4.25,0.0,2,11.0,11.0,1.17,1.27,2.77,3,3,1,1,0,0,18.0
76,3,1,1,0,0,1,0,0,0,0,8.0,32.0,4.00,4.25,50.0,2,6.0,17.0,1.12,1.02,1.02,6,3,1,1,0,0,40.0
79,3,1,1,0,0,1,0,0,0,4,6.0,25.0,3.00,4.50,30.0,2,6.0,17.0,1.17,1.02,1.06,5,4,1,1,0,0,31.0
80,4,0,1,0,0,1,0,0,0,1,4.5,20.0,.,4.25,90.0,2,10.5,11.5,1.06,0.98,1.06,2,2,1,1,0,0,24.5
84,1,0,1,0,1,0,0,0,0,3,4.0,30.0,5.00,4.50,50.0,2,7.0,16.0,1.04,0.85,0.91,4,2,1,1,0,0,34.0
86,1,0,1,0,1,0,0,0,0,1,11.0,11.0,4.00,4.25,.,3,7.0,15.0,1.06,0.94,1.10,3,3,1,1,0,0,22.0
87,1,0,1,0,1,0,0,0,1,0,0.0,15.0,.,4.50,.,2,7.0,15.0,1.06,0.86,1.02,3,3,1,1,0,0,15.0
88,1,0,1,1,0,0,0,0,0,0,3.0,35.0,3.00,4.25,75.0,3,7.0,15.0,1.06,0.87,0.91,5,5,1,1,0,0,38.0
91,1,1,1,0,1,0,0,0,1,2,8.0,22.0,4.00,4.25,100.0,2,7.0,17.0,1.09,0.93,1.04,3,3,1,1,0,0,30.0
92,1,1,1,0,1,0,0,0,1,0,4.0,18.0,4.00,4.25,100.0,2,7.0,15.0,1.09,0.95,1.03,3,3,1,1,0,0,22.0
93,1,1,1,0,0,1,0,0,0,0,2.5,30.0,3.00,4.25,90.0,2,7.0,16.0,.,.,0.96,.,.,1,1,0,0,32.5
95,2,0,1,0,1,0,0,0,0,1,18.0,3.0,4.00,4.25,40.0,1,11.0,10.0,1.06,0.80,2.56,4,3,1,1,0,0,21.0
96,2,0,1,0,0,1,0,0,0,2,0.0,15.0,2.00,4.25,80.0,2,11.5,10.0,1.06,1.01,2.66,3,2,1,1,0,0,15.0
97,2,0,1,0,1,0,0,0,0,2,0.0,12.0,4.00,4.25,58.0,2,11.0,10.0,1.02,0.75,2.56,3,2,1,1,0,0,12.0
98,2,0,1,0,1,0,0,0,1,0,0.0,20.0,4.00,4.25,80.0,3,11.0,10.0,1.06,0.80,2.56,3,3,1,1,0,0,20.0
99,3,1,1,0,1,0,0,0,1,0,60.0,40.0,5.00,4.75,50.0,2,0.0,24.0,1.23,.,2.30,8,6,1,1,0,0,100.0
101,3,0,1,0,1,0,0,0,1,3,4.5,15.0,3.00,4.75,80.0,2,7.0,15.0,1.20,1.18,1.06,6,4,1,1,0,0,19.5
102,3,0,1,1,0,0,0,0,0,2,12.0,13.0,3.00,4.40,15.0,2,7.0,16.0,1.06,0.91,1.07,6,4,1,1,0,0,25.0
104,4,0,1,0,1,0,0,0,1,0,40.0,20.0,3.00,4.62,50.0,2,10.5,11.5,0.95,0.84,0.94,2,2,1,1,0,0,60.0
105,1,0,1,0,0,1,0,0,0,2,0.0,40.0,4.00,4.25,50.0,2,6.5,16.5,0.96,1.00,1.03,4,2,1,1,0,0,40.0
106,1,0,1,0,0,1,0,0,0,0,0.0,35.0,3.00,4.25,65.0,3,7.0,16.0,1.06,0.95,0.95,2,1,1,1,0,0,35.0
107,1,1,1,0,0,1,0,0,0,0,6.0,11.0,3.00,4.25,40.0,1,8.0,14.5,1.17,0.95,0.95,3,3,1,1,0,0,17.0
108,1,0,1,0,0,1,0,0,0,2,13.5,15.0,4.00,4.25,6.0,1,7.0,17.0,1.27,1.01,1.06,3,3,1,1,0,0,28.5
111,3,0,1,0,0,1,0,0,0,0,17.0,14.0,3.00,4.25,55.0,3,7.0,16.0,1.17,1.06,1.01,5,5,1,1,0,0,31.0
114,1,0,1,0,1,0,0,0,0,2,0.0,35.0,5.00,4.75,50.0,2,7.0,16.0,1.07,0.95,0.95,3,.,1,1,0,0,35.0
115,1,0,1,0,1,0,0,0,0,0,20.0,25.0,4.00,4.75,25.0,1,7.0,17.0,1.06,0.95,1.06,4,3,1,1,0,0,45.0
116,1,0,1,0,1,0,0,0,0,0,4.0,22.5,2.00,4.25,90.0,2,8.5,13.0,1.49,1.02,1.11,7,3,1,1,0,0,26.5
118,1,0,1,0,0,1,0,0,0,3,10.0,15.0,4.00,4.25,70.0,2,7.0,15.0,1.06,0.95,1.01,4,2,1,1,0,0,25.0
119,1,0,1,0,0,1,0,0,0,2,12.0,19.0,3.00,4.75,50.0,3,6.5,16.5,1.06,0.91,0.95,3,3,1,1,0,0,31.0
120,1,1,1,0,1,0,0,0,0,3,0.0,32.0,3.00,4.50,.,2,7.0,16.0,1.13,0.98,1.04,3,2,1,1,0,0,32.0
122,1,0,1,0,0,1,0,0,0,0,1.0,38.0,5.00,4.25,70.0,1,9.0,12.5,.,1.12,1.12,5,3,1,1,0,0,39.0
124,1,0,1,0,1,0,0,0,0,1,8.0,10.0,3.00,4.25,14.0,2,8.0,15.0,1.06,0.91,1.04,2,2,1,1,0,0,18.0
125,2,0,1,0,1,0,0,0,0,0,15.0,0.0,4.00,4.50,100.0,1,10.0,12.5,0.91,0.85,2.34,3,2,1,1,0,0,15.0
130,3,1,1,0,1,0,0,0,0,2,7.0,25.5,3.00,4.50,15.0,2,5.0,18.0,1.12,1.07,1.00,4,3,1,1,0,0,32.5
132,3,1,1,0,1,0,0,0,0,0,20.0,20.0,5.00,4.50,80.0,2,0.0,24.0,1.28,1.06,2.30,5,3,1,1,0,0,40.0
133,3,1,1,0,1,0,0,0,0,0,6.0,16.0,2.00,4.75,99.0,2,6.0,17.0,1.12,1.07,1.06,4,3,1,1,0,0,22.0
134,3,0,1,0,1,0,0,0,0,2,5.5,25.0,3.00,4.62,42.0,2,6.0,16.0,1.09,.,0.95,4,3,1,1,0,0,30.5
136,3,1,1,0,1,0,0,0,0,2,14.5,14.5,5.00,4.25,5.0,2,6.0,17.0,1.12,1.07,1.10,5,4,1,1,0,0,29.0
137,3,1,1,0,0,1,0,0,0,3,15.0,25.0,3.00,4.25,50.0,2,6.0,16.0,1.12,1.06,1.02,6,4,1,1,0,0,40.0
140,4,0,1,0,1,0,0,0,0,0,0.0,40.0,3.00,4.50,25.0,2,10.5,11.5,0.91,0.86,1.06,2,2,1,1,0,0,40.0
141,4,0,1,0,1,0,0,0,0,0,10.0,15.0,4.00,4.75,.,2,10.5,12.5,1.02,0.91,1.06,2,2,1,1,0,0,25.0
142,4,0,1,0,0,1,0,0,0,0,15.0,35.0,4.00,4.25,.,2,10.0,11.5,1.06,0.95,1.06,2,2,1,1,0,0,50.0
146,1,0,1,0,0,1,0,0,0,3,8.0,20.0,5.00,4.80,.,2,7.0,16.0,1.06,1.00,1.06,4,3,1,1,0,0,28.0
149,1,0,1,0,0,1,0,0,0,1,0.0,20.0,4.00,4.50,50.0,3,7.0,16.0,1.06,0.95,0.95,2,1,1,1,0,0,20.0
150,1,0,1,0,0,1,0,0,0,2,0.0,27.5,3.50,4.67,2.0,2,7.0,16.0,1.23,0.89,0.89,3,3,1,1,0,0,27.5
156,1,0,1,0,0,1,0,0,0,0,8.0,15.0,3.00,4.87,0.0,1,7.0,15.0,1.06,0.95,1.02,8,3,1,1,0,0,23.0
158,2,0,1,0,0,1,0,0,0,1,2.0,7.0,3.00,4.50,55.0,1,11.0,10.0,0.92,0.70,2.34,3,3,1,1,0,0,9.0
159,2,0,1,0,0,1,0,0,0,8,6.0,12.0,2.00,4.50,22.0,1,10.5,10.5,0.98,0.85,2.34,3,3,1,1,0,0,18.0
162,3,1,1,0,0,1,0,0,0,2,0.0,40.0,3.00,4.75,45.0,2,6.0,16.5,1.12,1.02,1.06,.,1,1,1,0,0,40.0
166,4,0,1,0,0,1,0,0,0,0,8.0,32.0,5.00,4.75,40.0,2,10.5,11.5,0.95,0.85,1.06,2,2,1,1,0,0,40.0
168,1,0,1,0,0,1,0,0,0,0,5.0,20.0,4.00,4.25,50.0,1,7.0,15.0,1.06,0.95,0.95,3,3,1,1,0,0,25.0
171,1,1,1,0,0,1,0,0,1,0,2.0,32.0,3.00,4.25,.,2,7.0,16.0,1.09,0.95,1.04,3,3,1,1,0,0,34.0
172,1,0,1,0,0,1,0,0,0,0,0.0,24.0,5.00,4.75,0.3,1,9.0,12.5,1.12,1.02,1.06,5,4,1,1,0,0,24.0
173,1,0,1,0,0,1,0,0,0,3,6.0,40.0,0.00,4.85,50.0,2,6.5,17.5,1.06,0.95,0.98,4,3,1,1,0,0,46.0
174,1,0,1,0,0,1,0,0,1,2,11.0,20.0,4.00,4.75,50.0,2,7.0,16.0,1.18,0.88,0.98,4,3,1,1,0,0,31.0
176,1,0,1,0,0,1,0,0,0,0,15.0,21.0,4.00,4.62,20.0,1,7.0,16.0,1.06,.,1.05,4,4,1,1,0,0,36.0
178,2,1,1,0,0,1,0,0,1,0,13.0,12.0,3.00,4.25,96.0,1,11.0,10.0,0.91,0.85,2.34,3,2,1,1,0,0,25.0
179,2,0,1,0,0,1,0,0,0,2,2.0,12.0,3.00,4.25,90.0,1,10.5,10.5,0.91,0.91,2.34,3,3,1,1,0,0,14.0
180,2,0,1,0,0,1,0,0,1,0,8.0,3.0,4.00,4.50,30.0,2,11.0,11.0,1.06,1.01,2.66,4,2,1,1,0,0,11.0
182,2,0,1,1,0,0,0,0,1,0,3.0,15.0,3.00,4.50,100.0,2,11.0,11.0,1.06,1.01,2.66,4,3,1,1,0,0,18.0
183,2,0,1,0,0,1,0,0,0,0,12.0,4.0,4.00,4.62,100.0,3,11.0,11.0,1.06,1.01,2.66,4,3,1,1,0,0,16.0
185,2,0,1,0,1,0,0,0,1,0,2.0,9.0,3.00,4.50,100.0,2,11.0,10.5,1.06,1.01,2.66,4,4,1,1,0,0,11.0
186,3,0,1,0,0,1,0,0,0,3,10.0,20.0,4.00,4.75,50.0,2,6.0,16.0,1.12,1.02,0.95,5,3,1,1,0,0,30.0
189,3,0,1,0,0,1,0,0,0,0,4.0,15.0,3.00,4.75,95.0,2,7.0,15.0,1.12,1.07,1.12,4,2,1,1,0,0,19.0
192,4,0,1,0,0,1,0,0,0,2,20.0,10.0,4.00,4.87,10.0,2,10.0,12.0,0.91,0.85,1.06,2,2,1,1,0,0,30.0
193,4,0,1,0,0,1,0,0,1,3,1.0,13.0,3.00,4.50,.,2,10.0,11.0,0.95,0.85,0.99,2,1,1,1,0,0,14.0
195,4,0,1,0,0,1,0,0,1,3,0.0,30.0,3.00,4.25,100.0,2,10.5,11.5,1.06,0.85,1.06,2,2,1,1,0,0,30.0
198,1,0,1,0,0,1,0,0,0,0,,,4.00,4.25,65.0,3,7.0,16.0,1.06,0.95,0.95,3,3,1,1,0,0,
199,2,0,1,0,0,1,0,0,0,0,0.0,12.0,3.00,4.35,25.0,1,11.0,10.0,0.85,0.80,2.34,4,3,1,1,0,0,12.0
200,1,0,1,0,0,1,0,0,0,0,0.0,60.0,3.00,4.25,15.0,2,6.0,18.0,1.06,0.91,0.98,4,3,1,1,0,0,60.0
201,1,0,1,0,0,1,0,0,0,0,0.0,33.0,3.00,4.50,65.0,2,7.0,17.0,1.06,1.02,0.95,3,3,1,1,0,0,33.0
202,1,0,1,0,0,1,0,0,0,2,30.0,14.0,4.00,4.25,15.0,2,6.0,19.0,1.17,0.95,0.63,3,3,1,1,0,0,44.0
203,1,0,1,0,0,1,0,0,0,2,9.0,12.0,2.00,4.25,50.0,2,7.0,17.0,1.06,0.95,0.95,3,3,1,1,0,0,21.0
204,1,0,1,0,0,1,0,0,0,0,10.0,8.5,4.00,4.25,31.0,2,6.5,17.5,1.06,1.00,1.06,3,3,1,1,0,0,18.5
207,2,1,1,0,0,1,0,0,0,0,8.0,10.0,4.00,4.75,25.0,1,11.0,12.0,1.06,0.85,2.34,4,2,1,1,0,0,18.0
208,3,1,1,0,0,1,0,0,0,1,12.0,32.0,4.00,4.62,95.0,2,6.0,17.0,1.19,0.94,0.85,4,4,1,1,0,0,44.0
209,3,1,1,0,0,1,0,0,0,0,4.0,36.0,4.00,4.25,75.0,2,6.0,18.0,1.17,0.95,0.95,5,5,1,1,0,0,40.0
210,4,1,1,0,0,1,0,0,0,3,0.0,19.0,2.00,4.50,90.0,2,10.5,11.5,1.06,0.95,0.95,4,2,1,1,0,0,19.0
211,1,0,1,1,0,0,0,0,0,2,3.0,28.0,4.00,4.50,80.0,2,7.0,15.0,1.02,0.95,0.95,3,3,1,1,0,0,31.0
212,1,0,1,1,0,0,0,0,0,0,11.0,17.5,3.00,4.50,95.0,1,7.0,16.0,1.06,0.88,0.84,3,2,1,1,0,0,28.5
213,1,1,1,1,0,0,0,0,0,1,4.5,20.0,4.00,4.55,50.0,2,6.5,17.5,0.96,0.93,0.93,4,3,1,1,0,0,24.5
214,1,0,1,1,0,0,0,0,0,0,2.0,30.0,3.00,4.62,75.0,2,7.0,16.0,1.02,0.89,0.91,2,2,1,1,0,0,32.0
215,1,0,1,1,0,0,0,0,0,0,10.0,10.0,3.00,4.50,100.0,2,7.0,16.0,1.06,0.89,0.91,3,3,1,1,0,0,20.0
216,2,0,1,1,0,0,0,0,0,0,2.0,11.0,3.00,4.25,100.0,1,11.0,10.5,1.06,0.95,2.77,4,3,1,1,0,0,13.0
217,2,1,1,1,0,0,0,0,0,0,2.0,13.0,2.00,4.25,73.0,1,11.0,10.0,0.95,0.74,2.19,4,3,1,1,0,0,15.0
218,2,1,1,1,0,0,0,0,0,0,7.0,4.0,2.00,4.35,5.0,1,11.0,10.0,0.85,0.74,2.34,3,2,1,1,0,0,11.0
219,2,1,1,1,0,0,0,0,0,0,3.0,9.0,3.00,4.25,50.0,2,11.0,10.0,0.91,0.74,2.34,4,3,1,1,0,0,12.0
220,2,0,1,1,0,0,0,0,0,4,3.0,15.0,2.00,4.25,50.0,2,11.0,10.0,1.06,0.95,2.77,5,3,1,1,0,0,18.0
221,2,0,1,1,0,0,0,0,0,0,1.0,28.0,3.00,4.60,95.0,1,11.0,11.0,1.02,0.95,2.56,4,3,1,1,0,0,29.0
222,3,1,1,1,0,0,0,0,0,3,2.0,24.0,3.00,4.25,75.0,2,9.0,12.5,1.12,0.85,1.06,3,1,1,1,0,0,26.0
223,3,1,1,1,0,0,0,0,0,2,3.0,18.0,3.00,4.75,30.0,2,6.0,16.0,.,.,.,3,2,1,1,0,0,21.0
225,3,1,1,1,0,0,0,0,0,0,3.0,27.0,3.00,4.75,25.0,2,6.0,17.0,1.06,0.91,0.91,6,3,1,1,0,0,30.0
226,4,0,1,1,0,0,0,0,0,0,0.0,22.0,2.00,4.25,60.0,1,10.5,11.5,0.95,0.71,0.95,2,2,1,1,0,0,22.0
228,4,0,1,1,0,0,0,0,0,0,3.0,28.5,3.00,4.50,20.0,3,10.5,12.5,0.95,0.86,0.95,2,2,1,1,0,0,31.5
229,1,0,1,0,0,1,0,0,0,2,3.0,40.0,3.00,4.50,30.0,2,8.5,13.5,0.95,0.95,1.06,5,4,1,1,0,0,43.0
230,1,0,1,0,0,1,0,0,0,0,0.0,25.0,3.00,4.25,60.0,1,7.0,17.0,1.02,0.95,0.95,3,2,1,1,0,0,25.0
232,1,0,1,0,0,1,0,0,0,3,18.0,6.0,3.00,4.75,46.0,3,7.0,16.0,1.06,0.95,0.95,3,3,1,1,0,0,24.0
233,1,0,1,0,0,1,0,0,0,0,19.0,7.0,3.00,4.65,10.0,2,7.0,16.0,1.17,0.95,0.95,2,2,1,1,0,0,26.0
235,1,0,1,0,0,1,0,0,0,2,5.0,17.0,1.00,4.25,100.0,2,7.0,16.0,1.02,0.95,1.04,3,2,1,1,0,0,22.0
237,1,0,1,0,0,1,0,0,0,2,12.0,11.0,4.00,4.25,50.0,2,7.0,16.0,1.11,0.95,1.01,2,2,1,1,0,0,23.0
238,2,1,1,0,0,1,0,0,0,2,0.0,22.0,3.00,4.75,100.0,1,11.0,12.0,1.06,1.02,2.34,5,3,1,1,0,0,22.0
239,2,0,1,0,0,1,0,0,0,1,15.0,4.0,3.00,4.25,35.0,1,10.5,13.5,1.05,0.95,2.74,5,3,1,1,0,0,19.0
243,3,1,1,0,0,1,0,0,0,0,7.0,25.0,3.00,4.50,40.0,2,6.0,16.5,1.07,1.02,0.74,6,3,1,1,0,0,32.0
244,3,1,1,0,0,1,0,0,0,3,12.0,30.0,3.00,4.25,40.0,2,6.0,18.0,1.17,1.12,1.02,4,3,1,1,0,0,42.0
247,4,0,1,0,0,1,0,0,0,3,0.0,40.0,4.00,4.50,75.0,2,10.5,15.5,1.06,1.05,1.06,2,2,1,1,0,0,40.0
248,4,0,1,0,0,1,0,0,0,2,8.0,16.0,6.00,4.75,.,2,10.0,16.0,1.17,0.95,0.85,2,2,1,1,0,0,24.0
249,1,0,1,1,0,0,0,0,1,1,6.0,6.0,4.00,4.37,63.0,1,7.0,15.0,1.13,1.06,0.95,3,2,1,1,0,0,12.0
250,2,1,1,1,0,0,0,0,1,2,1.0,4.0,2.00,4.50,100.0,1,11.0,10.0,0.85,.,.,4,1,1,1,0,0,5.0
253,3,1,1,1,0,0,0,0,0,0,7.0,7.0,3.00,4.87,.,2,7.0,13.0,1.23,1.06,2.30,2,2,1,1,0,0,14.0
257,1,0,1,1,0,0,0,0,1,2,20.0,10.0,3.00,4.25,10.0,2,7.0,16.0,1.02,0.88,0.91,2,2,1,1,0,0,30.0
258,1,0,1,1,0,0,0,0,0,0,4.0,22.0,3.00,4.25,38.0,2,7.0,16.0,1.06,0.92,0.90,3,3,1,1,0,0,26.0
260,1,1,1,1,0,0,0,0,0,2,10.0,20.0,4.00,4.25,100.0,2,7.0,16.0,1.06,0.93,0.88,4,2,1,1,0,0,30.0
262,1,0,1,1,0,0,0,0,0,0,7.0,13.0,3.00,4.25,78.0,2,6.5,16.5,1.06,0.95,1.06,4,4,1,1,0,0,20.0
264,1,0,1,1,0,0,0,0,0,5,0.0,10.0,2.00,4.25,60.0,3,7.0,15.0,1.02,0.88,0.91,2,2,1,1,0,0,10.0
265,1,0,1,1,0,0,0,0,0,3,0.0,20.0,1.00,4.25,100.0,2,7.0,16.0,1.02,0.88,0.94,3,3,1,1,0,0,20.0
267,1,0,1,1,0,0,0,0,0,0,6.5,20.0,3.00,4.25,80.0,2,7.0,16.0,0.90,0.80,0.80,3,2,1,1,0,0,26.5
269,2,1,1,1,0,0,0,0,0,0,2.0,10.0,3.00,4.45,33.0,2,11.0,10.0,0.95,0.69,1.50,4,3,1,1,0,0,12.0
273,2,1,1,1,0,0,0,0,0,0,2.0,14.0,4.00,4.62,95.0,1,11.0,10.0,0.95,0.74,2.34,4,3,1,1,0,0,16.0
275,2,1,1,1,0,0,0,0,0,0,4.0,4.0,4.00,4.25,38.0,2,11.0,11.0,0.95,0.79,2.34,4,3,1,1,0,0,8.0
277,2,1,1,1,0,0,0,0,0,0,2.0,15.0,3.00,4.25,10.0,3,11.0,10.0,0.95,0.85,2.34,3,3,1,1,0,0,17.0
278,2,1,1,1,0,0,0,0,0,0,3.0,4.0,3.00,4.25,43.0,2,11.0,10.0,0.95,0.74,2.19,4,3,1,1,0,0,7.0
282,3,1,1,1,0,0,0,0,0,2,2.0,14.0,3.00,4.25,25.0,2,6.0,16.0,1.06,0.91,0.79,4,3,1,1,0,0,16.0
284,3,1,1,1,0,0,0,0,0,1,5.0,23.0,4.00,4.50,88.0,2,6.0,16.0,1.02,0.91,0.91,5,4,1,1,0,0,28.0
285,3,1,1,1,0,0,0,0,0,1,3.0,25.0,3.00,4.75,70.0,2,6.0,16.0,1.02,0.91,0.80,4,2,1,1,0,0,28.0
286,3,1,1,1,0,0,0,0,0,4,1.0,15.0,3.00,4.75,66.0,2,10.0,11.5,1.12,.,0.95,2,1,1,1,0,0,16.0
287,3,1,1,1,0,0,0,0,0,2,3.0,18.0,3.00,4.50,70.0,2,6.0,16.0,1.06,0.91,0.95,5,3,1,1,0,0,21.0
288,3,1,1,1,0,0,0,0,0,3,0.0,20.0,3.00,4.75,15.0,2,6.0,16.0,1.02,0.95,0.95,6,4,1,1,0,0,20.0
289,3,1,1,1,0,0,0,0,0,2,2.0,12.0,2.00,4.25,50.0,2,6.0,16.0,1.02,0.95,0.95,5,3,1,1,0,0,14.0
290,4,0,1,1,0,0,0,0,0,1,8.0,12.0,3.00,4.75,35.0,3,10.5,12.5,0.95,0.89,0.95,2,2,1,1,0,0,20.0
291,4,0,1,1,0,0,0,0,0,0,4.0,20.0,3.00,4.55,25.0,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,0,0,24.0
292,4,0,1,1,0,0,0,0,1,2,10.0,15.0,3.00,4.80,2.0,1,7.0,16.0,0.95,0.92,0.95,2,1,1,1,0,0,25.0
295,1,0,1,0,0,1,0,0,0,3,8.0,9.0,3.00,4.75,100.0,2,6.5,16.5,1.06,0.95,0.95,3,3,1,1,0,0,17.0
297,1,1,1,0,0,1,0,0,0,1,9.0,15.0,3.00,4.25,100.0,2,7.0,16.0,1.06,0.91,0.98,3,3,1,1,0,0,24.0
303,3,1,1,0,0,1,0,0,0,0,10.0,35.0,3.00,4.35,28.0,2,6.0,17.0,1.12,1.00,1.02,6,5,1,1,0,0,45.0
304,3,0,1,0,0,1,0,0,0,3,10.0,20.0,3.00,4.50,50.0,2,6.0,17.0,1.27,1.27,2.24,5,3,1,1,0,0,30.0
305,3,1,1,0,0,1,0,0,0,2,0.0,20.0,3.00,4.39,.,2,6.0,17.0,1.27,1.27,1.06,5,4,1,1,0,0,20.0
307,3,1,1,0,0,1,0,0,0,0,17.5,17.5,4.00,4.25,90.0,2,6.0,18.0,1.19,1.19,1.06,5,5,1,1,0,0,35.0
310,4,0,1,0,0,1,0,0,0,2,0.0,28.0,4.00,4.25,61.0,2,10.5,11.5,0.91,0.91,1.94,2,1,1,1,0,0,28.0
312,1,0,1,1,0,0,0,0,1,3,4.0,6.0,3.00,4.25,100.0,1,8.0,11.0,1.22,1.06,0.93,3,1,1,1,0,0,10.0
313,1,0,1,1,0,0,0,0,1,0,11.0,9.0,4.00,4.50,80.0,1,7.0,15.0,1.06,0.93,0.94,3,2,1,1,0,0,20.0
314,1,0,1,1,0,0,0,0,1,8,8.0,12.0,3.00,4.62,80.0,1,7.0,15.0,1.06,0.95,0.91,3,2,1,1,0,0,20.0
